"","latitude","longitude","freq"
"1746",41.40392,2.20413,1
"1747",41.408137,-73.249671,1
"1748",41.419878,-84.013674,1
"1749",41.42787,-74.16598,1
"1750",41.47343,-74.53849,1
"1751",41.48399,-71.2756,1
"1752",41.486689,-73.491042,1
"1753",41.487552,-71.327084,1
"1754",41.48899,-71.73035,1
"1755",41.489381,-81.667486,12
"1756",41.490967,-81.921513,2
"1757",41.4942,-87.52171,2
"1758",41.4995,-81.69541,2
"1759",41.50392,-87.7131,1
"1760",41.50482,-73.96958,2
"1761",41.509668,-88.180211,4
"1762",41.518359,-74.414801,1
"1763",41.520052,-81.556235,3
"1764",41.52426,-72.07591,1
"1765",41.535055,-80.962315,2
"1766",41.535057,-83.577701,2
"1767",41.536716,-85.943886,1
"1768",41.539797,-75.719723,3
"1769",41.55005,-85.232752,1
"1770",41.550139,-72.655357,1
"1771",41.554509,-73.72667,1
"1772",41.56667,2.01667,1
"1773",41.598339,-72.601307,2
"1774",41.60334,-98.9262,1
"1775",41.61667,0.61667,1
"1776",41.630449,-93.753628,1
"1777",41.633416,-70.951045,1
"1778",41.634209,-91.49905,2
"1779",41.642297,-71.230522,6
"1780",41.65606,-0.87734,2
"1781",41.66113,-91.53017,1
"1782",41.662729,-77.129133,1
"1783",41.66394,-83.55521,2
"1784",41.66667,2,1
"1785",41.66704,-72.66648,40
"1786",41.672687,-93.572173,3
"1787",41.6772,-71.5101,1
"1788",41.678678,-88.219615,3
"1789",41.67964,-71.52178,1
"1790",41.681198,-72.939577,1
"1791",41.69411,44.83368,1
"1792",41.696753,-71.998277,1
"1793",41.70037,-73.92097,1
"1794",41.71704,-74.39571,1
"1795",41.717722,-111.836493,1
"1796",41.71873,-85.937024,1
"1797",41.720684,-83.569359,1
"1798",41.726343,-71.120746,1
"1799",41.74638,-74.109241,1
"1800",41.75709,-71.08852,4
"1801",41.75983,-69.95974,1
"1802",41.77345,-70.23814,1
"1803",41.77831,2.38992,1
"1804",41.781381,-90.002217,1
"1805",41.78586,-88.14729,1
"1806",41.788851,-89.760709,2
"1807",41.7917,-71.435251,1
"1808",41.79222,123.43278,1
"1809",41.792569,-88.25964,1
"1810",41.801119,-72.245399,1
"1811",41.81736,-87.912281,1
"1812",41.82046,1.86768,2
"1813",41.82275,-71.414451,3
"1814",41.83011,-69.97391,1
"1815",41.840969,-71.656967,2
"1816",41.85,-87.65,2
"1817",41.85003,-87.65005,67
"1818",41.850033,-87.650052,73
"1819",41.875379,-87.97643,2
"1820",41.89474,12.4839,9
"1821",41.896238,-70.759689,1
"1822",41.903347,-72.592883,1
"1823",41.907196,-83.472457,1
"1824",41.909112,-71.118346,2
"1825",41.9104,-70.642,1
"1826",41.91667,9.16667,1
"1827",41.92947,-88.75036,3
"1828",41.934174,-88.749941,1
"1829",41.97503,-88.00729,1
"1830",41.977726,-88.14259,1
"1831",41.98343,-71.33283,1
"1832",42.00027,-93.50049,28
"1833",42.01035,-76.52717,2
"1834",42.035259,-87.729928,1
"1835",42.03624,-93.46504,1
"1836",42.037879,-93.600254,1
"1837",42.04114,-87.69006,1
"1838",42.049148,-87.702155,1
"1839",42.06538,-71.24783,1
"1840",42.074226,-88.026871,5
"1841",42.0884,-78.15334,1
"1842",42.108585,-72.20448,1
"1843",42.11563,-75.95881,2
"1844",42.121293,-80.088919,1
"1845",42.14285,-77.05469,1
"1846",42.14338,-86.348568,1
"1847",42.147135,-79.842226,2
"1848",42.147636,-83.802375,1
"1849",42.148098,-122.537356,1
"1850",42.1497,-74.9384,5
"1851",42.154904,-72.602804,1
"1852",42.160717,-76.878456,1
"1853",42.177312,-83.488444,1
"1854",42.177432,-72.864558,1
"1855",42.18564,-75.41434,2
"1856",42.192781,-75.012689,1
"1857",42.202139,-83.620494,2
"1858",42.203618,-88.320768,2
"1859",42.2373,-71.5314,3
"1860",42.241799,-71.006042,2
"1861",42.24984,-72.58152,1
"1862",42.265016,-84.948946,1
"1863",42.265974,-122.900832,1
"1864",42.266638,-83.849042,3
"1865",42.27113,-89.094,4
"1866",42.273752,-85.493,1
"1867",42.276381,-88.823215,2
"1868",42.27756,-83.74088,4
"1869",42.296369,-71.056457,1
"1870",42.30008,-83.01654,2
"1871",42.301691,-70.912202,1
"1872",42.310037,-83.177625,1
"1873",42.31404,-83.849092,1
"1874",42.320169,-71.440409,1
"1875",42.321488,-72.630588,1
"1876",42.323529,-89.591606,1
"1877",42.325573,-83.483576,1
"1878",42.33143,-83.04575,3
"1879",42.33565,-71.17116,1
"1880",42.3363,-122.8398,1
"1881",42.336791,-71.845316,1
"1882",42.347021,-83.060184,7
"1883",42.35336,-88.09341,1
"1884",42.353696,-71.188149,2
"1885",42.35843,-71.05977,30
"1886",42.364807,-71.896868,1
"1887",42.365146,-71.101842,1
"1888",42.36565,-71.10832,46
"1889",42.36687,-71.104,1
"1890",42.367092,-72.464571,2
"1891",42.369351,-83.371753,1
"1892",42.370567,-71.026964,51
"1893",42.372596,-71.177998,1
"1894",42.375871,-82.937416,1
"1895",42.380442,-71.132947,6
"1896",42.38092,-71.098896,2
"1897",42.402794,-76.483999,2
"1898",42.417695,-71.167083,1
"1899",42.42261,-123.94036,1
"1900",42.427296,-70.922442,1
"1901",42.43115,-83.48327,1
"1902",42.434757,-83.984948,2
"1903",42.43595,-123.172,1
"1904",42.436545,-71.085396,1
"1905",42.454545,-71.148779,3
"1906",42.461688,-75.096727,1
"1907",42.464842,-121.259056,3
"1908",42.464986,-82.944318,1
"1909",42.46801,-70.89243,1
"1910",42.468959,-83.522221,1
"1911",42.474786,-82.995121,1
"1912",42.49065,-71.27617,1
"1913",42.492332,-92.632834,1
"1914",42.499235,-83.181077,1
"1915",42.49999,-96.40031,1
"1916",42.5,1.5,1
"1917",42.536996,-70.973646,2
"1918",42.570352,-73.655682,1
"1919",42.579298,-76.392709,1
"1920",42.59981,-71.36728,1
"1921",42.605589,-83.14993,1
"1922",42.614852,-73.970812,2
"1923",42.639121,-85.28988,1
"1924",42.642845,-70.873647,1
"1925",42.64861,-70.59306,2
"1926",42.64976,-8.81763,1
"1927",42.660091,-83.3863,1
"1928",42.66041,-83.3858,1
"1929",42.66281,-82.84242,1
"1930",42.67279,-82.91016,2
"1931",42.672835,-71.087689,1
"1932",42.69751,23.32415,2
"1933",42.6998,-74.10096,1
"1934",42.727153,-87.675979,1
"1935",42.741295,-71.458793,1
"1936",42.743697,-84.223992,1
"1937",42.74787,-73.692595,1
"1938",42.763418,-72.031469,1
"1939",42.763888,-84.458771,1
"1940",42.7798,-73.845678,1
"1941",42.78529,-88.4051,1
"1942",42.78752,-86.10893,1
"1943",42.78842,-71.20089,1
"1944",42.80965,-70.873196,1
"1945",42.8111,-1.6533,1
"1946",42.81424,-73.93957,3
"1947",42.82281,-83.9444,2
"1948",42.8333,12.8333,1
"1949",42.83333,12.83333,8
"1950",42.84998,-2.67268,1
"1951",42.85008,-82.46653,1
"1952",42.861575,-85.935917,3
"1953",42.88813,2.71868,1
"1954",42.894381,-76.565683,1
"1955",42.89606,-78.886424,10
"1956",42.898106,-75.837665,2
"1957",42.904933,-112.380079,1
"1958",42.9333,25.3,1
"1959",42.950323,-83.812575,1
"1960",42.960945,-87.862579,1
"1961",42.965926,-83.780835,2
"1962",42.978391,-78.799756,4
"1963",42.979522,-85.93927,1
"1964",42.98339,-81.23304,11
"1965",42.984014,-82.467461,3
"1966",42.984226,-85.629101,6
"1967",42.985596,-86.444751,2
"1968",42.988483,-71.462111,1
"1969",43,25,1
"1970",43.00035,-75.4999,32
"1971",43.005895,-71.013202,1
"1972",43.011264,-87.958409,5
"1973",43.02143,-76.197701,2
"1974",43.022155,-88.204676,1
"1975",43.02954,12.09935,1
"1976",43.032537,-76.009953,1
"1977",43.038679,-74.268967,1
"1978",43.0389,-87.90647,2
"1979",43.04812,-76.14742,1
"1980",43.065097,-71.443616,1
"1981",43.06956,-89.423861,4
"1982",43.077369,-75.233208,2
"1983",43.080902,-88.913251,1
"1984",43.08313,-73.78457,1
"1985",43.10012,-79.06627,2
"1986",43.112421,-76.189457,1
"1987",43.114772,-89.529153,1
"1988",43.132599,-88.743595,1
"1989",43.1334,-80.26636,3
"1990",43.139557,-70.69436,1
"1991",43.15478,-77.61556,1
"1992",43.16537,13.72424,1
"1993",43.16681,-79.24958,1
"1994",43.18333,3,1
"1995",43.2032,-75.90984,1
"1996",43.21682,-79.11627,1
"1997",43.25,-1,1
"1998",43.25011,-79.84963,3
"1999",43.25654,76.92848,2
"2000",43.280191,-78.210376,6
"2001",43.286024,-77.684264,7
"2002",43.29695,5.38107,2
"2003",43.298908,-73.585207,2
"2004",43.334243,-71.951471,1
"2005",43.33613,-85.81088,1
"2006",43.339068,-75.341898,3
"2007",43.342078,-78.130308,1
"2008",43.3504,-84.5603,1
"2009",43.35826,-110.91743,1
"2010",43.36662,-5.86112,3
"2011",43.37135,-8.396,1
"2012",43.387702,-87.881232,3
"2013",43.39819,19.77506,1
"2014",43.405584,-106.278264,3
"2015",43.4108,-71.5653,1
"2016",43.41136,-106.28002,8
"2017",43.41242,-83.886873,2
"2018",43.444927,-85.73898,1
"2019",43.4668,-80.51639,1
"2020",43.477015,-87.961162,1
"2021",43.499425,-88.206447,1
"2022",43.5,1.33333,2
"2023",43.5,13.25,1
"2024",43.50092,-70.44283,1
"2025",43.51701,-73.23622,1
"2026",43.54195,-114.31008,1
"2027",43.5501,-80.24967,1
"2028",43.56757,-76.13965,1
"2029",43.576983,-70.273642,2
"2030",43.5789,-79.6583,3
"2031",43.58346,-65.33211,2
"2032",43.59917,39.72569,1
"2033",43.603768,-116.272921,7
"2034",43.60426,1.44367,4
"2035",43.605395,-83.019578,4
"2036",43.61092,3.87723,2
"2037",43.62748,-89.77096,2
"2038",43.65011,-79.91634,1
"2039",43.658784,-70.262393,1
"2040",43.66702,-71.4998,13
"2041",43.68341,-79.3829,1
"2042",43.692284,-114.320818,1
"2043",43.69242,-7.45526,1
"2044",43.6953,4.2771,1
"2045",43.70011,-79.4163,69
"2046",43.70313,7.26608,1
"2047",43.7055,-92.268189,1
"2048",43.70701,-72.27741,1
"2049",43.71011,-87.735217,1
"2050",43.78341,-79.59962,1
"2051",43.80476,-95.63262,1
"2052",43.806197,-91.140529,1
"2053",43.85197,-85.00531,1
"2054",43.86682,-79.2663,2
"2055",43.902311,-71.124612,1
"2056",43.9298,2.148,1
"2057",43.94155,-122.87655,2
"2058",44,3.75,1
"2059",44,112,3
"2060",44.00013,-120.50139,35
"2061",44.00034,-72.74983,12
"2062",44.004691,-72.15845,1
"2063",44.010702,-97.595227,3
"2064",44.05011,-79.46631,2
"2065",44.052069,-123.086754,6
"2066",44.058465,-123.011597,3
"2067",44.061101,-123.453204,1
"2068",44.062886,-88.535694,2
"2069",44.075285,-92.516916,1
"2070",44.077918,-72.210962,1
"2071",44.081907,-91.73508,1
"2072",44.082037,-121.227125,1
"2073",44.08333,12.03333,1
"2074",44.145868,-103.206866,2
"2075",44.15012,-77.24946,1
"2076",44.16667,6,1
"2077",44.2014,7.5762,1
"2078",44.23341,-68.31946,3
"2079",44.23865,-69.734982,1
"2080",44.25,17.83333,1
"2081",44.25011,-79.46632,1
"2082",44.25011,-79.31631,1
"2083",44.25029,-85.50033,112
"2084",44.283956,-73.812347,1
"2085",44.294333,-92.905937,1
"2086",44.377113,-123.588271,1
"2087",44.38132,-68.21107,2
"2088",44.38345,-64.31545,1
"2089",44.392496,-89.818139,26
"2090",44.39735,-122.48175,2
"2091",44.4175,12.20111,1
"2092",44.43225,26.10626,1
"2093",44.455957,-67.880972,3
"2094",44.476622,-73.209998,2
"2095",44.480778,-88.016063,1
"2096",44.4841,-110.87382,1
"2097",44.5002,-114.25118,10
"2098",44.50024,-90.00041,1
"2099",44.50026,-100.25069,3
"2100",44.50319,26.10211,1
"2101",44.50599,-114.222666,1
"2102",44.507856,-67.859167,1
"2103",44.538526,-67.883074,12
"2104",44.5643,-123.2748,1
"2105",44.5672,-122.1269,3
"2106",44.6074,-69.3977,3
"2107",44.61685,-65.76555,1
"2108",44.61685,-63.41539,1
"2109",44.63194,22.65611,2
"2110",44.639931,-123.275969,3
"2111",44.64533,-63.57239,5
"2112",44.67936,1.3101,1
"2113",44.682763,-93.464428,1
"2114",44.693963,-85.676342,1
"2115",44.7133,-93.42273,1
"2116",44.72728,-75.32105,1
"2117",44.73924,-67.38999,1
"2118",44.7501,-79.88296,1
"2119",44.75034,-75.13104,2
"2120",44.75653,-91.473097,2
"2121",44.78306,-85.63869,1
"2122",44.784396,-108.543965,1
"2123",44.80401,20.46513,1
"2124",44.81011,-0.64129,1
"2125",44.81135,-91.49849,1
"2126",44.835969,-93.277176,3
"2127",44.84044,-0.5805,3
"2128",44.848517,-68.850405,1
"2129",44.894315,-93.100947,4
"2130",44.90011,-76.24939,1
"2131",44.901059,-68.668317,1
"2132",44.91667,-0.5,3
"2133",44.923016,-93.086556,1
"2134",44.923855,-92.95938,1
"2135",44.93607,-94.69666,1
"2136",44.94441,-93.09327,1
"2137",44.94878,-123.003655,4
"2138",44.963304,-89.704051,1
"2139",44.974427,-69.546917,4
"2140",44.97469,-92.75687,1
"2141",44.97997,-93.26384,3
"2142",44.984577,-93.269097,15
"2143",44.98921,-72.81375,7
"2144",45,8,1
"2145",45.00015,-62.99865,2
"2146",45.032187,-93.338561,1
"2147",45.033143,-83.495091,1
"2148",45.05,7.66667,5
"2149",45.07998,11.79301,1
"2150",45.11667,9.13333,2
"2151",45.119965,-93.287728,1
"2152",45.13333,7.36667,1
"2153",45.16667,15.5,1
"2154",45.18333,0.71667,1
"2155",45.1953,-76.1496,25
"2156",45.198955,-122.613433,1
"2157",45.29535,-118.164822,1
"2158",45.317893,-122.523602,1
"2159",45.355915,-84.913255,2
"2160",45.38338,-73.74919,1
"2161",45.39376,-92.996859,1
"2162",45.39818,-122.64176,2
"2163",45.41117,-75.69812,13
"2164",45.411842,-122.37642,1
"2165",45.44679,-122.53037,4
"2166",45.45008,-74.14922,1
"2167",45.458397,-122.977963,4
"2168",45.46427,9.18951,5
"2169",45.47723,-75.70164,1
"2170",45.487062,-122.80371,1
"2171",45.49192,-122.87232,1
"2172",45.50032,-69.24977,4
"2173",45.507856,-122.690794,67
"2174",45.508117,-122.430233,5
"2175",45.50884,-73.58781,19
"2176",45.52345,-122.67621,4
"2177",45.52478,10.22727,1
"2178",45.530664,-110.369054,1
"2179",45.53311,12.64475,1
"2180",45.56995,-73.692,2
"2181",45.59104,-73.43605,1
"2182",45.598052,-123.1818,1
"2183",45.62163,-94.20694,1
"2184",45.63348,3.5598,1
"2185",45.638728,-122.661486,7
"2186",45.67208,-118.7886,1
"2187",45.69798,9.66895,1
"2188",45.7326,-93.9196,1
"2189",45.735,12.68083,1
"2190",45.74846,4.84671,6
"2191",45.75372,21.22571,3
"2192",45.77966,3.08628,1
"2193",45.81512,-122.7426,3
"2194",45.82308,6.33551,1
"2195",45.82641,-110.898799,1
"2196",45.86028,-103.38574,1
"2197",45.88336,-72.48241,1
"2198",45.94541,-66.66558,3
"2199",46,2,47
"2200",46,4.5,1
"2201",46,105,1
"2202",46.147274,-122.825047,1
"2203",46.16667,-1.15,1
"2204",46.181872,-123.057597,1
"2205",46.20222,6.14569,4
"2206",46.212196,-119.230718,2
"2207",46.25024,-94.25055,41
"2208",46.268233,-95.06077,1
"2209",46.278667,-85.722104,2
"2210",46.315492,-87.801927,1
"2211",46.35472,-94.79528,2
"2212",46.5,3,2
"2213",46.5001,-65.99878,6
"2214",46.516,6.63282,1
"2215",46.51667,16.3,2
"2216",46.531559,-91.178378,1
"2217",46.53301,-93.71025,1
"2218",46.53918,-102.86822,17
"2219",46.54354,-87.39542,1
"2220",46.55,14.66667,1
"2221",46.57773,-122.39241,1
"2222",46.61694,-92.37917,1
"2223",46.713822,-123.01046,1
"2224",46.722625,-120.406039,1
"2225",46.730331,-117.218027,1
"2226",46.796182,-122.881311,2
"2227",46.81228,-71.21454,6
"2228",46.832816,-123.05927,1
"2229",46.856398,-114.014338,1
"2230",46.86163,-92.612251,6
"2231",46.87719,-96.7898,1
"2232",46.88333,15.85,1
"2233",46.894674,-99.299966,3
"2234",46.921005,-98.745485,1
"2235",46.9333,20.8333,1
"2236",46.95,8.41667,1
"2237",46.9656,8.5735,1
"2238",46.984767,-122.869079,5
"2239",47,8,1
"2240",47.00016,8.01427,5
"2241",47.00025,-109.75102,11
"2242",47.005566,-92.001934,2
"2243",47.028084,-120.48998,1
"2244",47.065878,-67.793906,1
"2245",47.0977,-88.41318,2
"2246",47.1043,-123.0552,6
"2247",47.16667,8.58333,1
"2248",47.18333,20.2,1
"2249",47.18333,24.56667,1
"2250",47.212822,-122.317148,1
"2251",47.235654,-122.550404,1
"2252",47.252877,-122.444291,4
"2253",47.25535,9.5836,1
"2254",47.26266,11.39454,1
"2255",47.263158,-122.240066,1
"2256",47.269988,-122.239499,1
"2257",47.27482,-122.76375,7
"2258",47.29221,-2.36395,1
"2259",47.30025,39.51637,1
"2260",47.30802,-111.34715,1
"2261",47.31667,5.01667,1
"2262",47.33333,8.16667,1
"2263",47.33333,13.33333,3
"2264",47.36667,8.55,10
"2265",47.3917,-121.5708,12
"2266",47.401766,-122.32429,1
"2267",47.405479,-122.195772,1
"2268",47.42899,-122.47818,1
"2269",47.431918,-121.374062,7
"2270",47.432251,-121.803388,54
"2271",47.43333,12.38333,1
"2272",47.446982,-122.201521,1
"2273",47.45371,-122.321791,1
"2274",47.46315,-122.33374,1
"2275",47.470377,-122.346792,1
"2276",47.4830556,-122.2158333,1
"2277",47.4957,-53.6273,2
"2278",47.49801,19.03991,2
"2279",47.5,-1,1
"2280",47.50012,-120.50147,55
"2281",47.50027,-100.00068,3
"2282",47.5429,-94.86113,1
"2283",47.55162,-54.86155,5
"2284",47.5584,7.57327,2
"2285",47.56025,-122.228083,1
"2286",47.570932,-122.386517,1
"2287",47.58333,1.33333,1
"2288",47.60213,0.48478,1
"2289",47.60382,7.35424,1
"2290",47.60621,-122.33207,34
"2291",47.606478,-122.634712,3
"2292",47.615471,-122.207221,6
"2293",47.647774,-122.538016,1
"2294",47.651635,-117.085845,1
"2295",47.652767,-122.31336,1
"2296",47.65878,-117.426047,5
"2297",47.659053,-117.418034,1
"2298",47.6667,19.6833,1
"2299",47.669312,-122.010131,1
"2300",47.678756,-122.121034,1
"2301",47.691736,-116.654109,2
"2302",47.72137,-109.77269,2
"2303",47.75,19.5,8
"2304",47.751046,-122.614094,1
"2305",47.755653,-122.341518,1
"2306",47.75732,-122.24401,1
"2307",47.78319,-53.46479,1
"2308",47.806068,-122.372401,2
"2309",47.82093,-122.315131,1
"2310",47.851188,-122.134295,1
"2311",47.860097,-122.204297,1
"2312",47.863149,-121.88433,1
"2313",47.86602,-122.1551,3
"2314",47.866638,-97.141144,1
"2315",47.96543,-118.97613,1
"2316",47.988661,-122.199795,1
"2317",48,-3,5
"2318",48.0419,3.79472,1
"2319",48.051108,-123.360411,2
"2320",48.06667,16.25,1
"2321",48.06773,-123.080362,1
"2322",48.13522,-0.75613,2
"2323",48.13743,11.57549,14
"2324",48.152043,-122.207366,1
"2325",48.19272,-93.80539,2
"2326",48.19811,16.39482,1
"2327",48.202765,-114.303919,1
"2328",48.20849,16.37208,4
"2329",48.255229,-107.867729,1
"2330",48.26667,7.73333,1
"2331",48.36667,10.88333,2
"2332",48.39841,9.99155,1
"2333",48.41667,-2.66667,1
"2334",48.43294,-123.3693,11
"2335",48.435248,-122.208184,1
"2336",48.5,2.5,8
"2337",48.5,9,1
"2338",48.55009,-71.6491,1
"2339",48.58342,7.74296,1
"2340",48.63811,-2.11392,1
"2341",48.64244,12.49283,1
"2342",48.6834,-90.53348,2
"2343",48.69096,9.14062,18
"2344",48.75955,-122.48822,4
"2345",48.78333,1.86667,1
"2346",48.83333,2.25,2
"2347",48.84869,2.34363,1
"2348",48.85341,2.3488,51
"2349",48.8655,2.3426,1
"2350",48.8846,2.26965,1
"2351",48.91667,2.5,1
"2352",48.92882,-123.74451,1
"2353",48.93872,2.46138,1
"2354",48.953377,-122.19886,1
"2355",48.953983,-122.712014,1
"2356",48.97447,14.47434,1
"2357",48.98333,2.23333,1
"2358",49,4.5,1
"2359",49,32,11
"2360",49.00472,8.38583,2
"2361",49.05798,-122.25257,1
"2362",49.08297,-122.58589,4
"2363",49.08333,-122.35,1
"2364",49.09983,-117.70223,1
"2365",49.11688,-79.98301,1
"2366",49.11911,6.17269,2
"2367",49.15207,-125.90315,1
"2368",49.16634,-123.93601,3
"2369",49.16638,-121.95257,1
"2370",49.17003,-123.13683,1
"2371",49.18585,-0.35912,3
"2372",49.20666,-1.04799,3
"2373",49.20678,-122.91092,1
"2374",49.21667,-2.11667,8
"2375",49.2354,6.98165,1
"2376",49.24966,-123.11934,42
"2377",49.25,4.03333,1
"2378",49.25014,-84.49983,16
"2379",49.3466,-2.36206,2
"2380",49.36672,-123.16652,1
"2381",49.39965,-123.50268,1
"2382",49.44313,1.09932,1
"2383",49.4563,8.0814,3
"2384",49.5,3.5,1
"2385",49.50654,-124.8181,1
"2386",49.65021,-83.78315,2
"2387",49.65064,-125.44939,2
"2388",49.66667,7.5,1
"2389",49.68657,-124.9936,1
"2390",49.69999,-112.81856,2
"2391",49.70017,-123.15597,1
"2392",49.74977,-119.73568,1
"2393",49.75,6.16667,2
"2394",49.75,15,1
"2395",49.75375,6.63928,1
"2396",49.88307,-119.48568,2
"2397",49.8844,-97.14704,11
"2398",49.9,2.3,1
"2399",49.97704,9.15214,1
"2400",49.99427,8.29447,1
"2401",50,10.2,1
"2402",50.00098,8.26882,1
"2403",50.04361,-94.68856,1
"2404",50.04606,1.42079,1
"2405",50.04937,10.22175,1
"2406",50.08804,14.42076,2
"2407",50.11035,8.67185,7
"2408",50.11552,8.68417,1
"2409",50.1213173,-5.5329266,2
"2410",50.13135,8.71251,1
"2411",50.1552197,-5.0688262,1
"2412",50.25,19,1
"2413",50.304,1.64448,14
"2414",50.33333,3.66667,13
"2415",50.36675,-105.38444,1
"2416",50.3712779,-4.1424595,4
"2417",50.416667,-5.083333,1
"2418",50.416667,-4.75,4
"2419",50.4248415,-3.8350441,1
"2420",50.45008,-104.6178,3
"2421",50.45466,30.5238,4
"2422",50.53326,-116.01877,1
"2423",50.58444,14.37286,1
"2424",50.63297,3.05858,1
"2425",50.66648,-120.3192,1
"2426",50.666667,-1.333333,1
"2427",50.716667,3.15,1
"2428",50.71667,-2.43333,3
"2429",50.720157,-1.8747048,1
"2430",50.7236,-3.52751,1
"2431",50.7257539,-3.5300602,1
"2432",50.73616,7.1002,1
"2433",50.75,-3.75,1
"2434",50.75,-2.333333,5
"2435",50.77664,6.08342,1
"2436",50.7888796,-1.0886623,1
"2437",50.80008,-1.07713,1
"2438",50.8065249,-1.0744016,1
"2439",50.8110266,-0.9763181,1
"2440",50.82838,-0.13947,2
"2441",50.8288134,-0.1473061,7
"2442",50.83333,4,17
"2443",50.83857,4.37599,1
"2444",50.8455531,-2.6853205,1
"2445",50.84883,-1.12456,1
"2446",50.85045,4.34878,9
"2447",50.87959,4.70093,2
"2448",50.9035305,-1.4041996,1
"2449",50.91667,0.33333,1
"2450",50.93333,6.95,5
"2451",50.9560362,-0.131978,1
"2452",50.9895086,-1.4997349,1
"2453",51,-0.41667,1
"2454",51.01459,3.63779,1
"2455",51.0150449,-3.1029619,1
"2456",51.03167,5.80972,2
"2457",51.04972,-123.75294,1
"2458",51.05011,-114.08529,21
"2459",51.0733411,-1.7942401,1
"2460",51.083333,-1.166667,2
"2461",51.09102,6.5827,1
"2462",51.17343,7.0845,1
"2463",51.17622,-115.56982,1
"2464",51.19172,0.06729,1
"2465",51.19417,5.9875,1
"2466",51.2078102,-1.4792907,1
"2467",51.2142756,-0.7980149,1
"2468",51.2216,6.7898,1
"2469",51.2316107,-0.3756192,4
"2470",51.23536,-0.57427,2
"2471",51.2474823,0.7105077,5
"2472",51.25,-0.33333,1
"2473",51.25,22.56667,1
"2474",51.26249,-1.08708,1
"2475",51.28,4.05278,1
"2476",51.2800275,1.0802533,5
"2477",51.30011,-114.03528,3
"2478",51.3199889,-0.5587169,1
"2479",51.33333,-1.5,2
"2480",51.33962,12.37129,4
"2481",51.367811,0.6485306,1
"2482",51.37,6.16806,1
"2483",51.3713049,-0.101957,3
"2484",51.37664,-0.10574,1
"2485",51.37795,-2.35907,1
"2486",51.3804845,0.5292758,1
"2487",51.3813864,-2.3596963,2
"2488",51.4,-0.5,10
"2489",51.4028046,0.0148142,1
"2490",51.41259,-0.2974,1
"2491",51.4163825,-0.7492531,1
"2492",51.41749,-0.0607,8
"2493",51.4199868,-0.2052273,1
"2494",51.4375851,-0.3160502,1
"2495",51.43879,-2.00571,1
"2496",51.44083,5.47778,3
"2497",51.45,0.05,1
"2498",51.45523,-2.59665,6
"2499",51.4558578,0.1502504,1
"2500",51.4580216,-0.9673727,3
"2501",51.4606872,-2.1129479,1
"2502",51.46291,0.13943,1
"2503",51.47475,-0.15547,1
"2504",51.47764,-0.02609,1
"2505",51.48,-3.18,7
"2506",51.483,11.972,1
"2507",51.4841856,0.0048337,2
"2508",51.4846664,-3.6791561,2
"2509",51.4854247,-0.1654788,1
"2510",51.49794,-0.06607,1
"2511",51.5,-0.116667,2
"2512",51.5,10.5,23
"2513",51.50068,-0.86577,1
"2514",51.5013012,-0.117287,1
"2515",51.5017679,-0.0697911,1
"2516",51.5022704,-0.093802,1
"2517",51.50532,-3.53348,1
"2518",51.5072648,-0.1278328,238
"2519",51.50807,-0.09651,2
"2520",51.50853,-0.12574,4
"2521",51.5121,-0.5917,1
"2522",51.5146237,-0.0872901,5
"2523",51.51494,7.466,2
"2524",51.51667,-0.05,1
"2525",51.52322,-0.15778,2
"2526",51.5266694,-0.0798926,1
"2527",51.53333,-0.08333,1
"2528",51.5335659,-0.1882292,1
"2529",51.55,-0.1,1
"2530",51.5551066,-0.2919185,1
"2531",51.55551,5.0913,1
"2532",51.5620756,-0.1253842,1
"2533",51.5659163,-3.3252533,1
"2534",51.5666491,-0.0595443,1
"2535",51.57515,0.18582,1
"2536",51.57558,8.10619,1
"2537",51.58656,4.77596,1
"2538",51.5882332,-2.9974967,1
"2539",51.5897103,-0.0715296,1
"2540",51.5901103,0.2931328,1
"2541",51.59669,-0.03296,1
"2542",51.6211442,-3.9467751,2
"2543",51.627422,-0.7484153,1
"2544",51.68333,-3.38333,1
"2545",51.70146,-3.05136,1
"2546",51.71438,-3.44918,1
"2547",51.7221664,-0.8337605,2
"2548",51.7290684,0.4205433,1
"2549",51.75,-0.75,1
"2550",51.75222,-1.25596,8
"2551",51.765,5.51806,1
"2552",51.7691305,0.0932203,1
"2553",51.7816441,0.3665169,10
"2554",51.78667,4.475,1
"2555",51.80652,68.35996,5
"2556",51.81,4.67361,1
"2557",51.8161412,-0.8130383,1
"2558",51.81667,0.15,1
"2559",51.83333,-0.25,3
"2560",51.83877,1.24625,1
"2561",51.8425,5.85278,1
"2562",51.8804327,-0.3991405,1
"2563",51.88921,0.90421,3
"2564",51.89998,-1.15357,1
"2565",51.9225,4.47917,1
"2566",51.965,6.28889,1
"2567",52,-56,2
"2568",52,-0.5,3
"2569",52,20,3
"2570",52.03333,8.53333,5
"2571",52.05684,-2.71482,1
"2572",52.0579903,1.1528804,1
"2573",52.06258,-2.21802,1
"2574",52.07667,4.29861,7
"2575",52.09083,5.12222,2
"2576",52.11679,-106.63452,4
"2577",52.14083,-10.26889,2
"2578",52.14167,11.64444,3
"2579",52.15833,4.52917,1
"2580",52.16045,-0.70312,72
"2581",52.166667,1,2
"2582",52.16667,6.225,1
"2583",52.18333,-10.16667,1
"2584",52.18893,0.99774,2
"2585",52.19166,-1.70734,1
